month,day_of_month,day_of_week,op_unique_carrier,tail_num,dest,dep_delay,crs_elapsed_time,distance,crs_dep_m,dep_time_m,crs_arr_m,sch_dep,sch_arr,taxi_out,is_delayed,id
11,7,4,B6,N623JB,MSY,0,204,1182,400,400,544,17,21,13,0,1903
11,7,4,B6,N976JT,SFO,-6,388,2586,410,404,618,17,21,16,0,1904
11,7,4,DL,N343NB,BOS,-11,80,187,420,409,500,17,21,24,0,1905
11,7,4,B6,N638JB,SYR,-11,73,209,420,409,493,17,21,13,0,1906
11,7,4,DL,N705TW,SFO,-10,397,2586,420,410,637,17,21,22,0,1907
11,7,4,B6,N760JB,SAV,-7,143,718,419,412,562,17,21,12,0,1908
11,7,4,B6,N637JB,ATL,-5,154,760,418,413,572,17,21,13,0,1909
11,7,4,B6,N355JB,ROC,-7,82,264,422,415,504,17,21,16,0,1910
11,7,4,DL,N971AT,MSP,-4,194,1029,419,415,553,17,21,12,0,1911
11,7,4,AA,N110AN,SFO,-3,401,2586,420,417,641,17,21,18,0,1912
11,7,4,AA,N989AN,MIA,-3,194,1089,420,417,614,17,21,19,0,1913
11,7,4,DL,N706TW,SEA,-7,381,2422,425,418,626,17,21,29,0,1914
11,7,4,B6,N183JB,BOS,-9,73,187,427,418,500,17,21,20,0,1915
11,7,4,DL,N179DN,LAX,-1,375,2475,420,419,615,17,21,21,0,1916
11,7,4,AS,N419AS,SFO,-1,407,2586,420,419,647,17,21,23,0,1917
11,7,4,B6,N980JT,LAX,-5,379,2475,425,420,624,36,29,18,0,1918
11,7,4,OO,N273SY,ORD,0,174,740,420,420,534,36,29,26,0,1919
11,7,4,DL,N152DL,SLC,1,328,1990,420,421,628,36,29,30,0,1920
11,7,4,AS,N253AK,PDX,1,385,2454,425,426,630,36,29,22,0,1921
11,7,4,B6,N645JB,RSW,-9,193,1074,449,440,642,36,29,18,0,1922
11,7,4,B6,N516JB,TPA,-7,180,1005,447,440,627,36,29,15,0,1923
11,7,4,B6,N621JB,JAX,-10,153,828,451,441,604,36,29,12,0,1924
11,7,4,9E,N691CA,PIT,-8,106,340,454,446,560,36,29,20,0,1925
11,7,4,AS,N923VA,LAX,-2,390,2475,450,448,660,36,29,26,0,1926
11,7,4,AS,N494AS,SEA,10,387,2422,450,460,657,36,29,21,0,1927
11,7,4,DL,N774DE,CLT,-10,141,541,475,465,616,36,29,20,0,1928
11,7,4,DL,N329NB,MSY,-11,204,1182,479,468,623,36,29,19,0,1929
11,7,4,9E,N228PQ,BUF,-7,92,301,479,472,571,36,29,26,0,1930
11,7,4,B6,N339JB,ORD,5,163,740,467,472,570,36,29,15,0,1931
11,7,4,9E,N927EV,ROC,-5,95,264,479,474,574,36,29,30,0,1932
11,7,4,B6,N706JB,FLL,-6,187,1069,480,474,667,36,29,12,0,1933
11,7,4,AA,N101NN,LAX,-5,380,2475,480,475,680,36,29,26,0,1934
11,7,4,B6,N374JB,BUF,-4,84,301,480,476,564,36,29,18,0,1935
11,7,4,B6,N368JB,BTV,21,75,266,455,476,530,36,29,34,1,1936
11,7,4,9E,N602LR,RDU,-8,110,427,485,477,595,36,29,41,0,1937
11,7,4,DL,N713TW,SAN,-8,377,2446,485,477,682,36,29,15,0,1938
11,7,4,MQ,N821AE,ORF,-7,86,290,485,478,571,36,29,19,0,1939
11,7,4,DL,N333NW,FLL,-1,178,1069,480,479,658,36,29,24,0,1940
11,7,4,AA,N978UY,CLT,-6,138,541,485,479,623,36,29,21,0,1941
11,7,4,B6,N229JB,RDU,-9,104,427,488,479,592,36,29,17,0,1942
11,7,4,DL,N387DN,MCO,-6,176,944,485,479,661,36,29,18,0,1943
11,7,4,DL,N703TW,LAS,-5,354,2248,485,480,659,52,20,15,0,1944
11,7,4,AA,N820NN,ORD,10,174,740,471,481,585,52,20,19,0,1945
11,7,4,DL,N907DN,DEN,-3,279,1626,485,482,644,52,20,21,0,1946
11,7,4,DL,N928AT,TPA,-2,180,1005,485,483,665,52,20,23,0,1947
11,7,4,DL,N355NW,MIA,0,192,1089,485,485,677,52,20,29,0,1948
11,7,4,DL,N850DN,SJU,0,234,1598,485,485,779,52,20,24,0,1949
11,7,4,AA,N803NN,MIA,-5,196,1089,490,485,686,52,20,20,0,1950
11,7,4,9E,N147PQ,CLE,-5,122,425,491,486,613,52,20,26,0,1951
11,7,4,DL,N372DA,SJC,-3,399,2569,495,492,714,52,20,16,0,1952
11,7,4,DL,N722TW,SFO,-2,405,2586,495,493,720,52,20,29,0,1953
11,7,4,B6,N708JB,AUS,-2,254,1521,502,500,696,52,20,14,0,1954
11,7,4,DL,N184DN,LAX,4,385,2475,500,504,705,52,20,19,0,1955
11,7,4,B6,N603JB,SLC,0,321,1990,505,505,706,52,20,24,0,1956
11,7,4,9E,N302PQ,DFW,-5,265,1391,510,505,715,52,20,21,0,1957
11,7,4,B6,N944JT,LAX,-10,379,2475,515,505,714,52,20,16,0,1958
11,7,4,DL,N839DN,PHX,22,334,2153,485,507,699,52,20,34,1,1959
11,7,4,9E,N921XJ,DCA,-8,87,213,515,507,602,52,20,29,0,1960
11,7,4,AA,N185AN,LAS,-1,358,2248,509,508,687,52,20,21,0,1961
11,7,4,B6,N982JB,LAX,28,376,2475,480,508,676,52,20,24,1,1962
11,7,4,DL,N112DU,JAX,-1,163,828,510,509,673,52,20,38,0,1963
11,7,4,DL,N126DU,IAH,32,253,1417,480,512,673,52,20,23,1,1964
11,7,4,9E,N8783E,BWI,-6,81,184,520,514,601,52,20,38,0,1965
11,7,4,B6,N990JL,SEA,-10,382,2422,525,515,727,52,20,13,0,1966
11,7,4,DL,N906AT,CHS,-7,140,636,523,516,663,52,20,22,0,1967
11,7,4,OO,N264SY,BNA,-3,164,765,520,517,624,52,20,27,0,1968
11,7,4,DL,N658DL,ATL,10,155,760,510,520,665,52,20,30,0,1969
11,7,4,9E,N316PQ,IAD,-1,82,228,535,534,617,52,20,23,0,1970
11,7,4,9E,N606LR,SAV,-3,145,718,550,547,695,35,21,21,0,1971
11,7,4,AA,N113AN,LAX,-4,383,2475,555,551,758,35,21,16,0,1972
11,7,4,DL,N356NW,AUS,-3,257,1521,555,552,752,35,21,23,0,1973
11,7,4,B6,N534JB,MCO,-7,176,944,560,553,736,35,21,20,0,1974
11,7,4,AS,N282AK,SEA,-7,387,2422,560,553,767,35,21,23,0,1975
11,7,4,B6,N987JT,SFO,-4,397,2586,562,558,779,35,21,20,0,1976
11,7,4,B6,N991JT,SAN,48,376,2446,510,558,706,35,21,13,1,1977
11,7,4,9E,N8970D,PWM,-10,77,273,570,560,647,35,21,20,0,1978
11,7,4,9E,N153PQ,DTW,-5,128,509,569,564,697,35,21,20,0,1979
11,7,4,AS,N457AS,SFO,-5,407,2586,570,565,797,35,21,18,0,1980
11,7,4,AS,N835VA,SJC,-8,402,2569,575,567,797,35,21,30,0,1981
11,7,4,YX,N213JQ,CMH,-10,115,483,580,570,695,35,21,21,0,1982
11,7,4,B6,N703JB,SJU,25,232,1598,550,575,842,35,21,12,1,1983
11,7,4,9E,N8946A,ORF,-4,88,290,580,576,668,35,21,22,0,1984
11,7,4,DL,N721TW,SFO,-3,400,2586,580,577,800,35,21,17,0,1985
11,7,4,9E,N325PQ,IND,-8,142,665,585,577,727,35,21,22,0,1986
11,7,4,9E,N909XJ,ORD,2,167,740,580,582,687,35,21,18,0,1987
11,7,4,B6,N2002J,FLL,-7,188,1069,590,583,778,35,21,19,0,1988
11,7,4,B6,N524JB,SRQ,18,184,1041,568,586,752,35,21,19,1,1989
11,7,4,B6,N266JB,BUF,-9,85,301,599,590,684,35,21,17,0,1990
11,7,4,DL,N172DN,LAX,-4,380,2475,595,591,795,35,21,19,0,1991
11,7,4,9E,N313PQ,BOS,42,80,187,550,592,630,35,21,24,1,1992
11,7,4,HA,N385HA,HNL,-8,675,4983,600,592,975,35,21,19,0,1993
11,7,4,DL,N889DN,PDX,114,395,2454,485,599,700,35,21,18,1,1994
11,7,4,B6,N934JB,LAX,-3,376,2475,608,605,804,19,22,14,0,1995
11,7,4,B6,N618JB,PBI,1,180,1028,605,606,785,19,22,14,0,1996
11,7,4,MQ,N813AE,CLE,-9,116,425,629,620,745,19,22,11,0,1997
11,7,4,9E,N937XJ,BOS,-5,76,187,629,624,705,19,22,13,0,1998
11,7,4,B6,N746JB,BUR,1,376,2465,637,638,833,19,22,10,0,1999
11,7,4,OO,N267SY,RIC,44,98,288,597,641,695,19,22,16,1,2000
11,7,4,AA,N844NN,PHX,1,346,2153,651,652,877,19,22,22,0,2001
11,7,4,AA,N107NN,SFO,-7,394,2586,660,653,874,19,22,16,0,2002
11,7,4,DL,N872DN,LAS,-5,344,2248,659,654,823,19,22,18,0,2003
11,7,4,9E,N8928A,SYR,-6,80,209,660,654,740,19,22,21,0,2004
11,7,4,AA,N106NN,LAX,-5,378,2475,660,655,858,19,22,18,0,2005
11,7,4,B6,N962JT,SFO,-4,393,2586,659,655,872,19,22,16,0,2006
11,7,4,YX,N868RW,DCA,-10,75,213,665,655,740,19,22,21,0,2007
11,7,4,B6,N504JB,MCO,1,175,944,660,661,835,30,22,20,0,2008
11,7,4,AA,N826NN,MIA,-2,193,1089,665,663,858,30,22,16,0,2009
11,7,4,DL,N885DN,SLC,0,319,1990,670,670,869,30,22,21,0,2010
11,7,4,DL,N946AT,MSP,3,187,1029,669,672,796,30,22,17,0,2011
11,7,4,B6,N279JB,BOS,-3,70,187,677,674,747,30,22,11,0,2012
11,7,4,DL,N891DN,SEA,0,384,2422,675,675,879,30,22,25,0,2013
11,7,4,AS,N264AK,SFO,-14,407,2586,690,676,917,30,22,34,0,2014
11,7,4,DL,N334DN,MCO,-7,170,944,685,678,855,30,22,14,0,2015
11,7,4,DL,N723TW,SFO,-5,396,2586,685,680,901,30,22,16,0,2016
11,7,4,DL,N337NW,MIA,-7,184,1089,689,682,873,30,22,16,0,2017
11,7,4,AS,N266AK,LAX,-3,390,2475,690,687,900,30,22,24,0,2018
11,7,4,DL,N305DN,FLL,1,183,1069,689,690,872,30,22,26,0,2019
11,7,4,DL,N892AT,CLT,-14,135,541,710,696,845,30,22,32,0,2020
11,7,4,B6,N657JB,FLL,6,188,1069,690,696,878,30,22,10,0,2021
11,7,4,OO,N290SY,BUF,-2,93,301,700,698,793,30,22,29,0,2022
11,7,4,DL,N177DN,LAX,-6,378,2475,705,699,903,30,22,18,0,2023
11,7,4,9E,N904XJ,RDU,-5,107,427,705,700,812,30,22,26,0,2024
11,7,4,DL,N919DU,SJU,-3,223,1598,705,702,988,30,22,29,0,2025
11,7,4,B6,N368JB,PBI,14,181,1028,689,703,870,30,22,20,0,2026
11,7,4,DL,N312US,ATL,8,151,760,700,708,851,30,22,35,0,2027
11,7,4,DL,N350NA,TPA,5,168,1005,703,708,871,30,22,24,0,2028
11,7,4,YX,N127HQ,DCA,-4,80,213,713,709,793,30,22,15,0,2029
11,7,4,B6,N984JB,LAX,-7,373,2475,720,713,913,30,22,25,0,2030
11,7,4,B6,N374JB,BTV,-1,72,266,730,729,802,22,26,17,0,2031
11,7,4,AA,N121UW,CLT,-3,122,541,743,740,865,22,26,16,0,2032
11,7,4,YX,N209JQ,BOS,-8,84,187,749,741,833,22,26,24,0,2033
11,7,4,B6,N229JB,ROC,18,77,264,725,743,802,22,26,12,1,2034
11,7,4,AA,N396AN,MIA,-5,192,1089,749,744,941,22,26,17,0,2035
11,7,4,AA,N115NN,LAX,-3,380,2475,750,747,950,22,26,12,0,2036
11,7,4,9E,N832AY,BTV,-5,80,266,755,750,835,22,26,18,0,2037
11,7,4,9E,N316PQ,DCA,-4,83,213,770,766,853,22,26,15,0,2038
11,7,4,DL,N105DU,DTW,-8,123,509,779,771,902,22,26,18,0,2039
11,7,4,9E,N921XJ,ORD,-5,167,740,780,775,887,22,26,21,0,2040
11,7,4,AS,N290AK,LAX,-7,390,2475,785,778,995,22,26,23,0,2041
11,7,4,B6,N760JB,IAH,0,250,1417,786,786,976,27,44,36,0,2042
11,7,4,9E,N147PQ,RDU,-1,113,427,787,786,900,27,44,21,0,2043
11,7,4,B6,N589JB,BOS,7,69,187,780,787,849,27,44,15,0,2044
11,7,4,9E,N933XJ,CLE,48,116,425,740,788,856,27,44,16,1,2045
11,7,4,9E,N912XJ,DFW,-6,252,1391,810,804,1002,27,44,35,0,2046
11,7,4,AA,N800NN,PHX,-4,345,2153,810,806,1035,27,44,26,0,2047
11,7,4,AA,N817NN,CLT,-5,129,541,811,806,940,27,44,24,0,2048
11,7,4,9E,N927EV,IAD,-6,82,228,815,809,897,27,44,28,0,2049
11,7,4,OO,N273SY,BUF,0,90,301,810,810,900,27,44,38,0,2050
11,7,4,DL,N347NW,AUS,-5,257,1521,815,810,1012,27,44,33,0,2051
11,7,4,DL,N927AT,CHS,-8,134,636,820,812,954,27,44,35,0,2052
11,7,4,B6,N809JB,FLL,-1,187,1069,824,823,1011,27,44,32,0,2053
11,7,4,DL,N183DN,LAX,-5,374,2475,830,825,1024,27,44,28,0,2054
11,7,4,DL,N364NW,ATL,-5,150,760,833,828,983,27,44,31,0,2055
11,7,4,9E,N8946A,BWI,-5,75,184,835,830,910,27,44,26,0,2056
11,7,4,MQ,N693AE,BNA,-8,162,765,840,832,942,27,44,29,0,2057
11,7,4,DL,N918DU,DEN,-7,275,1626,845,838,1000,27,44,29,0,2058
11,7,4,B6,N635JB,CHS,-5,131,636,856,851,987,31,34,16,0,2059
11,7,4,AA,N112AN,LAX,-9,378,2475,870,861,1068,31,34,24,0,2060
11,7,4,B6,N623JB,PBI,-4,180,1028,869,865,1049,31,34,17,0,2061
11,7,4,B6,N989JT,LAX,0,375,2475,869,869,1064,31,34,18,0,2062
11,7,4,B6,N621JB,SJU,29,229,1598,846,875,1135,31,34,19,1,2063
11,7,4,MQ,N806AE,PIT,-8,103,340,883,875,986,31,34,25,0,2064
11,7,4,B6,N516JB,SAV,-5,141,718,883,878,1024,31,34,19,0,2065
11,7,4,9E,N937XJ,CLE,-1,124,425,882,881,1006,31,34,22,0,2066
11,7,4,B6,N645JB,ATL,0,156,760,885,885,1041,31,34,16,0,2067
11,7,4,9E,N294PQ,SAV,-5,146,718,893,888,1039,31,34,16,0,2068
11,7,4,B6,N821JB,JAX,12,151,828,877,889,1028,31,34,18,0,2069
11,7,4,DL,N899AT,JAX,-5,163,828,895,890,1058,31,34,22,0,2070
11,7,4,9E,N8980A,BTV,-5,90,266,895,890,985,31,34,19,0,2071
11,7,4,DL,N906AT,CLT,-4,141,541,895,891,1036,31,34,14,0,2072
11,7,4,AA,N932AN,DFW,10,252,1391,883,893,1075,31,34,17,0,2073
11,7,4,DL,N818DA,ATL,-5,159,760,899,894,1058,31,34,14,0,2074
11,7,4,9E,N8894A,ORF,1,94,290,895,896,989,31,34,27,0,2075
11,7,4,OO,N283SY,PIT,-1,113,340,899,898,1012,31,34,29,0,2076
11,7,4,DL,N801DZ,LAS,-1,353,2248,899,898,1072,31,34,12,0,2077
11,7,4,9E,N8970D,RIC,-5,99,288,905,900,1004,29,38,20,0,2078
11,7,4,DL,N112DU,IAH,7,250,1417,895,902,1085,29,38,13,0,2079
11,7,4,B6,N625JB,TPA,47,179,1005,856,903,1035,29,38,15,1,2080
11,7,4,B6,N537JT,MSY,8,211,1182,899,907,1050,29,38,14,0,2081
11,7,4,MQ,N853AE,ORF,-12,90,290,930,918,1020,29,38,22,0,2082
11,7,4,DL,N333NW,MIA,0,190,1089,921,921,1111,29,38,24,0,2083
11,7,4,9E,N606LR,DCA,-7,101,213,929,922,1030,29,38,27,0,2084
11,7,4,AA,N790AN,MIA,-4,197,1089,930,926,1127,29,38,26,0,2085
11,7,4,B6,N996JL,SJU,-3,233,1598,929,926,1222,29,38,16,0,2086
11,7,4,YX,N213JQ,CMH,32,122,483,895,927,1017,29,38,13,1,2087
11,7,4,DL,N1605,LAX,-3,383,2475,930,927,1133,29,38,12,0,2088
11,7,4,B6,N946JL,SFO,-3,404,2586,930,927,1154,29,38,18,0,2089
11,7,4,OO,N291SY,BNA,9,170,765,929,938,1039,29,38,11,0,2090
11,7,4,9E,N325PQ,IND,-4,149,665,945,941,1094,29,38,11,0,2091
11,7,4,DL,N928AT,TPA,-5,183,1005,950,945,1133,29,38,12,0,2092
11,7,4,DL,N711ZX,SFO,-4,408,2586,955,951,1183,29,38,24,0,2093
11,7,4,DL,N624AG,SEA,-3,392,2422,956,953,1168,29,38,13,0,2094
11,7,4,DL,N387DN,MCO,24,180,944,929,953,1109,29,38,18,1,2095
11,7,4,B6,N279JB,ORD,-5,173,740,959,954,1072,29,38,15,0,2096
11,7,4,AA,N896NN,LAS,-2,363,2248,959,957,1142,29,38,17,0,2097
11,7,4,DL,N712TW,SLC,-3,325,1990,960,957,1165,29,38,14,0,2098
11,7,4,DL,N338NB,MSY,-3,208,1182,960,957,1108,29,38,13,0,2099
11,7,4,9E,N132EV,ROC,-6,91,264,965,959,1056,29,38,19,0,2100
11,7,4,YX,N436YX,CMH,31,119,483,929,960,1048,32,37,12,1,2101
11,7,4,MQ,N909AE,BWI,11,78,184,959,970,1037,32,37,14,0,2102
11,7,4,AA,N102NN,SFO,-5,407,2586,980,975,1207,32,37,15,0,2103
11,7,4,MQ,N846AE,RDU,-7,116,427,986,979,1102,32,37,19,0,2104
11,7,4,AA,N918NN,CLT,0,132,541,979,979,1111,32,37,15,0,2105
11,7,4,B6,N929JB,LAX,25,381,2475,960,985,1161,32,37,17,1,2106
11,7,4,B6,N907JB,FLL,-3,187,1069,990,987,1177,32,37,14,0,2107
11,7,4,9E,N300PQ,BUF,-5,104,301,997,992,1101,32,37,18,0,2108
11,7,4,MQ,N842AE,IND,70,153,665,924,994,1077,32,37,18,1,2109
11,7,4,AS,N278AK,SFO,-1,410,2586,995,994,1225,32,37,17,0,2110
11,7,4,DL,N325US,FLL,39,193,1069,958,997,1151,32,37,18,1,2111
11,7,4,MQ,N849AE,CVG,5,141,589,995,1000,1136,32,37,25,0,2112
11,7,4,9E,N832AY,PWM,-7,85,273,1008,1001,1093,32,37,20,0,2113
11,7,4,DL,N911DQ,ATL,-5,156,760,1015,1010,1171,32,37,18,0,2114
11,7,4,B6,N935JB,SAN,21,365,2446,990,1011,1175,32,37,13,1,2115
11,7,4,DL,N176DN,LAX,-4,382,2475,1015,1011,1217,32,37,28,0,2116
11,7,4,AA,N111ZM,LAX,-8,384,2475,1020,1012,1224,32,37,19,0,2117
11,7,4,AA,N184US,PHX,30,346,2153,985,1015,1211,32,37,19,1,2118
11,7,4,9E,N691CA,SYR,-3,90,209,1019,1016,1109,32,37,30,0,2119
11,7,4,B6,N970JB,MCO,-3,175,944,1020,1017,1195,32,37,17,0,2120
11,7,4,B6,N229JB,BOS,-2,71,187,1020,1018,1091,32,37,33,0,2121
11,7,4,AS,N263AK,LAX,-2,400,2475,1020,1018,1240,32,37,20,0,2122
11,7,4,AA,N924AN,CLT,-2,134,541,1021,1019,1155,32,37,12,0,2123
11,7,4,B6,N374JB,RDU,-4,105,427,1026,1022,1131,34,27,14,0,2124
11,7,4,DL,N393DA,SAN,7,371,2446,1015,1022,1206,34,27,25,0,2125
11,7,4,DL,N709TW,SFO,-9,404,2586,1035,1026,1259,34,27,33,0,2126
11,7,4,B6,N524JB,RSW,8,192,1074,1019,1027,1211,34,27,14,0,2127
11,7,4,B6,N968JT,LAX,-7,374,2475,1040,1033,1234,34,27,22,0,2128
11,7,4,9E,N316PQ,DTW,-6,137,509,1040,1034,1177,34,27,29,0,2129
11,7,4,B6,N203JB,BUF,146,84,301,889,1035,973,34,27,25,1,2130
11,7,4,DL,N857DZ,LAS,-3,360,2248,1049,1046,1229,34,27,28,0,2131
11,7,4,9E,N927EV,BWI,-5,81,184,1055,1050,1136,34,27,15,0,2132
11,7,4,AA,N103NN,SFO,-7,403,2586,1065,1058,1288,34,27,17,0,2133
11,7,4,9E,N695CA,RDU,-3,116,427,1065,1062,1181,34,27,13,0,2134
11,7,4,9E,N302PQ,IAD,9,87,228,1060,1069,1147,34,27,11,0,2135
11,7,4,B6,N979JT,SEA,-4,382,2422,1077,1073,1279,34,27,13,0,2136
11,7,4,DL,N831DN,PDX,-2,394,2454,1076,1074,1290,34,27,17,0,2137
11,7,4,B6,N708JB,LGB,21,372,2465,1055,1076,1247,34,27,14,1,2138
11,7,4,B6,N997JL,SMF,25,379,2521,1052,1077,1251,34,27,25,1,2139
11,7,4,B6,N706JB,SJC,-1,392,2569,1080,1079,1292,34,27,18,0,2140
11,7,4,B6,N618JB,ONT,0,370,2429,1080,1080,1270,40,34,16,0,2141
11,7,4,B6,N529JB,BUR,95,377,2465,990,1085,1187,40,34,14,1,2142
11,7,4,9E,N147PQ,IND,-10,147,665,1095,1085,1242,40,34,19,0,2143
11,7,4,DL,N175DN,LAX,-2,380,2475,1090,1088,1290,40,34,14,0,2144
11,7,4,OO,N273SY,BNA,-3,157,765,1095,1092,1192,40,34,15,0,2145
11,7,4,DL,N115DU,DFW,-7,256,1391,1100,1093,1296,40,34,17,0,2146
11,7,4,DL,N126DU,MSP,76,195,1029,1020,1096,1155,40,34,24,1,2147
11,7,4,DL,N850DN,PHX,2,344,2153,1095,1097,1319,40,34,21,0,2148
11,7,4,B6,N957JB,MCO,29,176,944,1069,1098,1245,40,34,18,1,2149
11,7,4,OO,N290SY,ORD,143,183,740,960,1103,1083,40,34,33,1,2150
11,7,4,AA,N117AN,LAX,-6,390,2475,1109,1103,1319,40,34,25,0,2151
11,7,4,B6,N179JB,BUF,-5,90,301,1115,1110,1205,40,34,22,0,2152
11,7,4,B6,N659JB,PSP,2,362,2378,1110,1112,1292,40,34,34,0,2153
11,7,4,DL,N883DN,SEA,0,391,2422,1114,1114,1325,40,34,27,0,2154
11,7,4,DL,N340NW,SAT,6,262,1587,1110,1116,1312,40,34,13,0,2155
11,7,4,AS,N926VA,SEA,-2,391,2422,1120,1118,1331,40,34,36,0,2156
11,7,4,DL,N342NW,AUS,-3,256,1521,1125,1122,1321,40,34,22,0,2157
11,7,4,B6,N2002J,FLL,-7,188,1069,1130,1123,1318,40,34,23,0,2158
11,7,4,DL,N884DN,ATL,-1,157,760,1131,1130,1288,40,34,23,0,2159
11,7,4,B6,N368JB,SYR,-8,76,209,1139,1131,1215,40,34,18,0,2160
11,7,4,B6,N613JB,OAK,-6,392,2576,1139,1133,1351,40,34,25,0,2161
11,7,4,9E,N307PQ,CVG,-1,140,589,1135,1134,1275,40,34,16,0,2162
11,7,4,DL,N727TW,SFO,0,412,2586,1135,1135,1367,40,34,34,0,2163
11,7,4,AA,N838NN,SAT,34,275,1587,1109,1143,1324,40,28,22,1,2164
11,7,4,DL,N876DN,SJU,5,234,1598,1139,1144,1433,40,28,35,0,2165
11,7,4,DL,N337NW,TPA,-7,179,1005,1165,1158,1344,40,28,14,0,2166
11,7,4,MQ,N853AE,ORF,-10,94,290,1169,1159,1263,40,28,37,0,2167
11,7,4,9E,N676CA,CLE,-8,125,425,1169,1161,1294,40,28,37,0,2168
11,7,4,DL,N901DN,SLC,-1,329,1990,1167,1166,1376,40,28,41,0,2169
11,7,4,DL,N332NW,MSY,-2,209,1182,1170,1168,1319,40,28,9,0,2170
11,7,4,B6,N954JB,LAS,-6,353,2248,1176,1170,1349,40,28,18,0,2171
11,7,4,DL,N185DN,LAX,8,387,2475,1165,1173,1372,40,28,36,0,2172
11,7,4,B6,N947JB,LAX,-5,387,2475,1180,1175,1387,40,28,15,0,2173
11,7,4,DL,N334DN,FLL,1,197,1069,1175,1176,1372,40,28,41,0,2174
11,7,4,DL,N343NB,MSP,7,196,1029,1169,1176,1305,40,28,35,0,2175
11,7,4,DL,N342NB,BOS,11,89,187,1170,1181,1259,40,28,35,0,2176
11,7,4,B6,N923JB,SFO,2,409,2586,1180,1182,1409,40,28,15,0,2177
11,7,4,DL,N927AT,CLT,6,152,541,1185,1191,1337,40,28,15,0,2178
11,7,4,OO,N283SY,ORD,-2,180,740,1195,1193,1315,40,28,40,0,2179
11,7,4,MQ,N833AE,BNA,-6,165,765,1199,1193,1304,40,28,18,0,2180
11,7,4,9E,N937XJ,JAX,-5,171,828,1199,1194,1370,40,28,14,0,2181
11,7,4,B6,N657JB,ABQ,-2,307,1826,1200,1198,1387,40,28,15,0,2182
11,7,4,B6,N705JB,PHX,0,347,2153,1203,1203,1430,31,42,16,0,2183
11,7,4,9E,N606LR,RIC,-2,117,288,1210,1208,1327,31,42,30,0,2184
11,7,4,YX,N213JQ,CMH,-7,128,483,1220,1213,1348,31,42,19,0,2185
11,7,4,9E,N132EV,CHS,-3,146,636,1229,1226,1375,31,42,16,0,2186
11,7,4,AA,N109NN,LAX,27,394,2475,1200,1227,1414,31,42,18,1,2187
11,7,4,B6,N971JT,DEN,15,275,1626,1214,1229,1369,31,42,14,0,2188
11,7,4,DL,N839DN,LAS,0,364,2248,1229,1229,1413,31,42,20,0,2189
11,7,4,AA,N116AN,LAX,0,391,2475,1230,1230,1,31,42,16,0,2190
11,7,4,B6,N948JB,PBI,-6,183,1028,1243,1237,1426,31,42,13,0,2191
11,7,4,B6,N193JB,JAX,16,157,828,1230,1246,1387,31,42,16,1,2192
11,7,4,DL,N906AT,DCA,-8,89,213,1254,1246,1343,31,42,23,0,2193
11,7,4,9E,N8970D,BWI,-7,82,184,1259,1252,1341,31,42,16,0,2194
11,7,4,9E,N294PQ,RDU,-2,124,427,1255,1253,1379,31,42,18,0,2195
11,7,4,B6,N516JB,PSE,-6,239,1617,1260,1254,119,31,42,16,0,2196
11,7,4,B6,N821JB,PDX,-5,381,2454,1268,1263,29,33,34,29,0,2197
11,7,4,DL,N705TW,SFO,0,406,2586,1270,1270,56,33,34,27,0,2198
11,7,4,9E,N8894A,ORF,-9,97,290,1279,1270,1376,33,34,30,0,2199
11,7,4,AS,N493AS,LAX,56,400,2475,1215,1271,1435,33,34,36,1,2200
11,7,4,AA,N110AN,SFO,-2,405,2586,1275,1273,60,33,34,23,0,2201
11,7,4,9E,N300PQ,PIT,1,116,340,1275,1276,1391,33,34,39,0,2202
11,7,4,MQ,N846AE,RDU,-12,114,427,1290,1278,1404,33,34,26,0,2203
11,7,4,B6,N976JT,LAX,-1,376,2475,1280,1279,36,33,34,33,0,2204
11,7,4,AA,N818AW,PHX,-2,348,2153,1282,1280,70,33,34,29,0,2205
11,7,4,9E,N921XJ,BOS,-5,90,187,1289,1284,1379,33,34,33,0,2206
11,7,4,B6,N961JT,LAS,-4,347,2248,1290,1286,17,33,34,33,0,2207
11,7,4,AA,N108NN,LAX,-3,384,2475,1290,1287,54,33,34,29,0,2208
11,7,4,AA,N830NN,AUS,-2,264,1521,1290,1288,54,33,34,16,0,2209
11,7,4,DL,N179DN,LAX,2,381,2475,1289,1291,50,33,34,22,0,2210
11,7,4,B6,N506JB,AUS,-1,252,1521,1295,1294,47,33,34,18,0,2211
11,7,4,B6,N949JT,RSW,-10,191,1074,1310,1300,61,33,34,26,0,2212
11,7,4,B6,N980JT,SFO,-8,390,2586,1309,1301,79,33,34,27,0,2213
11,7,4,B6,N645JB,TPA,-1,179,1005,1305,1304,44,33,34,16,0,2214
11,7,4,DL,N845DN,ATL,48,156,760,1259,1307,1415,33,34,16,1,2215
11,7,4,9E,N325PQ,ROC,-5,94,264,1320,1315,1414,33,34,23,0,2216
11,7,4,9E,N691CA,SYR,-4,83,209,1320,1316,1403,33,34,18,0,2217
11,7,4,9E,N832AY,BTV,-2,83,266,1320,1318,1403,33,34,21,0,2218
11,7,4,B6,N556JB,MCO,-5,168,944,1323,1318,51,33,34,18,0,2219
11,7,4,OO,N291SY,BUF,-6,101,301,1334,1328,1435,24,30,20,0,2220
11,7,4,9E,N302PQ,PWM,-4,83,273,1340,1336,1423,24,30,31,0,2221
